# шкаф;l1;l2;lo;система
29788;1;20;21;391(2) 396(2) 1998(2) 3527(2) 3534(1) 4439(2) 4614(2) 5514(2) 6737(2) 9001(2) 9451(2) 9453(2) 9512(2) 10603(2) 11469(2) 11725(2) 12276(2) 12490(2) 13753(2) 14101(2) 15646(2)
27783;6;15;21;1859(1) 2713(2) 3100(2) 3222(2) 4705(2) 4965(1) 5098(2) 5099(2) 5101(2) 6060(2) 7866(2) 8410(1) 8469(1) 9562(2) 9656(1) 12841(2) 12843(2) 15043(2) 15172(2) 15212(1) 15340(2)
34156;13;8;21;918(2) 1061(2) 1247(2) 2369(2) 2825(1) 3725(1) 4812(2) 4993(1) 5150(2) 5509(1) 5677(1) 6248(1) 6626(2) 6755(1) 7410(1) 9587(1) 11422(1) 11492(1) 11588(1) 14494(2) 15636(1)
23305;12;9;21;89(1) 91(1) 1479(2) 2321(2) 2642(2) 3275(2) 3460(2) 4350(1) 4400(2) 5663(1) 9528(1) 9668(1) 13529(1) 14017(1) 14117(2) 14813(1) 14964(1) 14967(2) 14992(1) 15855(1) 15880(2)
10215;4;17;21;913(2) 1554(1) 1576(2) 2988(1) 3391(2) 4033(2) 5555(2) 5934(2) 8366(2) 8465(1) 8858(2) 8994(2) 9090(2) 11067(2) 11822(2) 12058(2) 13181(2) 14621(1) 15538(2) 15542(2) 15896(2)
44891;8;13;21;1019(2) 2942(1) 3378(1) 4854(2) 5429(2) 5542(2) 6044(1) 6661(1) 7005(2) 8335(2) 8839(2) 9138(1) 9536(2) 9826(1) 9998(2) 10265(1) 10402(2) 11006(2) 13224(2) 14170(1) 14923(2)
29546;14;7;21;420(2) 1092(2) 2697(2) 5912(1) 6034(2) 6268(1) 7336(1) 7514(1) 9159(1) 9909(1) 11063(1) 11605(1) 13111(1) 13335(1) 13350(1) 14658(2) 14675(1) 14693(2) 14710(1) 14720(2) 15343(1)
24747;8;13;21;309(2) 808(1) 1504(2) 1544(1) 2875(2) 3961(1) 3974(2) 3985(2) 4189(2) 4445(2) 4770(2) 4879(2) 7297(2) 7552(1) 8875(2) 9140(1) 9363(2) 9625(2) 11319(1) 14096(1) 14368(1)
28991;12;9;21;1245(2) 1938(2) 2803(2) 2934(1) 3493(1) 4111(1) 4414(1) 7136(1) 7842(1) 7843(1) 8351(2) 8437(1) 9255(2) 9318(1) 9543(1) 10638(2) 13672(2) 13998(2) 14410(1) 15108(2) 15237(1)
29831;13;8;21;1396(2) 1901(1) 4274(2) 4526(2) 4618(1) 5126(1) 6457(1) 7205(1) 7723(2) 7827(1) 9856(2) 10444(1) 10489(1) 10502(1) 10685(1) 10782(2) 11106(1) 14550(1) 15072(1) 15122(2) 15547(2)
111527;13;8;21;800(1) 911(1) 1623(1) 2509(2) 2892(2) 5451(1) 5713(2) 6143(2) 6598(1) 7842(1) 8107(1) 8520(1) 8965(2) 9778(2) 10474(1) 10688(1) 11950(1) 12223(1) 14294(2) 14395(2) 14933(1)
153;0;20;20;573(2) 976(2) 1113(2) 2453(2) 2538(2) 3030(2) 5195(2) 6393(2) 6757(2) 7743(2) 8066(2) 10458(2) 11661(2) 11858(2) 12175(2) 13123(2) 13493(2) 13606(2) 13642(2) 15405(2)
39;0;20;20;765(2) 766(2) 1280(2) 2481(2) 2696(2) 7715(2) 7716(2) 8658(2) 9762(2) 9814(2) 10063(2) 10481(2) 11990(2) 12925(2) 14996(2) 14998(2) 14999(2) 15760(2) 15766(2) 15767(2)
301;0;20;20;820(2) 843(2) 2527(2) 3234(2) 4136(2) 4447(2) 5293(2) 5631(2) 8397(2) 8982(2) 9192(2) 9258(2) 9685(2) 9736(2) 10498(2) 12948(2) 13291(2) 13294(2) 14146(2) 16015(2)
1180;0;20;20;61(2) 1077(2) 5523(2) 6846(2) 7051(2) 7052(2) 7799(2) 9057(2) 9669(2) 10238(2) 11597(2) 13188(2) 13189(2) 13190(2) 13191(2) 13417(2) 14812(2) 15378(2) 15943(2) 15953(2)
175;0;20;20;556(2) 2438(2) 2439(2) 2440(2) 2448(2) 4180(2) 5621(2) 6056(2) 7516(2) 7945(2) 8372(2) 9163(2) 9609(2) 10838(2) 10871(2) 10895(2) 10896(2) 10897(2) 10898(2) 13731(2)
449;0;20;20;15(2) 23(2) 24(2) 2404(2) 2415(2) 3108(2) 4781(2) 5476(2) 5619(2) 6064(2) 6065(2) 6066(2) 7874(2) 7883(2) 9106(2) 10214(2) 10511(2) 11089(2) 11865(2) 13648(2)
2843;2;18;20;2283(2) 2790(2) 4517(2) 4685(2) 4686(2) 5166(2) 5181(2) 5262(2) 6931(2) 9260(2) 11563(2) 12375(2) 12578(1) 12969(2) 13054(2) 13553(2) 14594(2) 15462(1) 15863(2) 15937(2)
22114;5;15;20;581(2) 1125(1) 1995(2) 2664(2) 4304(2) 4326(1) 4624(1) 5488(2) 6712(2) 7127(2) 7958(2) 9961(2) 10218(2) 10318(2) 10582(1) 10758(1) 10867(2) 12024(2) 15571(2) 15680(2)
20904;1;19;20;6(2) 652(2) 2212(2) 3151(2) 3611(2) 5103(1) 6389(2) 7610(2) 8180(2) 8440(2) 8903(2) 9013(2) 9047(2) 9964(2) 10461(2) 10874(2) 11079(2) 11692(2) 12602(2) 13371(2)
11465;2;18;20;2032(2) 2047(2) 2121(2) 3137(1) 3454(2) 4857(2) 4959(2) 5035(2) 6371(2) 7301(2) 7346(2) 8451(2) 8649(2) 10065(2) 10525(2) 10899(2) 11823(2) 12750(2) 13400(1) 15146(2)
6511;8;12;20;2883(1) 3184(2) 3185(1) 4223(2) 4501(2) 4513(1) 5579(2) 7009(2) 7066(2) 8164(2) 11268(2) 11405(2) 11772(1) 11801(1) 11911(2) 12190(2) 13544(1) 13577(1) 14308(2) 15636(1)
12708;10;10;20;166(1) 583(1) 617(1) 896(1) 964(2) 1103(1) 3522(1) 3713(2) 6820(1) 7886(2) 7909(2) 7928(2) 8454(2) 8617(1) 8872(2) 10183(2) 10676(1) 12224(1) 13862(2) 15685(2)
18244;9;11;20;177(2) 628(2) 1181(2) 1475(1) 1604(1) 2554(1) 3388(1) 4667(1) 5961(2) 7813(2) 8686(2) 9207(2) 9503(1) 11601(2) 11908(1) 12588(2) 13004(2) 13985(1) 15291(1) 15965(2)
4427;4;16;20;334(2) 736(2) 4335(1) 4834(2) 4844(2) 9532(2) 9567(2) 10383(2) 11151(1) 11649(1) 12126(2) 12724(2) 13227(2) 13789(2) 14397(2) 15086(2) 15188(2) 15658(1) 15873(2) 15883(2)
14721;14;6;20;353(2) 1812(1) 7360(2) 8340(1) 9610(1) 9730(2) 9817(2) 10406(1) 11369(2) 12348(1) 12522(1) 12741(1) 13132(1) 13393(1) 13413(1) 13743(2) 14709(1) 15320(1) 15360(1) 15521(1)
71406;11;9;20;400(1) 2149(2) 2200(2) 2463(1) 3025(1) 3176(2) 5138(1) 5558(2) 8019(1) 8585(2) 10624(2) 12041(1) 12895(1) 13030(1) 13727(1) 14028(2) 14596(2) 15234(2) 15240(1) 15909(1)
12047;7;13;20;1049(2) 1681(2) 1723(2) 3071(2) 3134(2) 3555(2) 4219(2) 4733(2) 5525(2) 5828(1) 6000(2) 6437(2) 6676(2) 7189(1) 8769(1) 12750(1) 13501(1) 13915(2) 14649(1) 15289(1)
38461;14;6;20;702(1) 1578(1) 1775(2) 2102(2) 2280(2) 2839(1) 2849(1) 3098(1) 3133(1) 3137(1) 4492(1) 4857(1) 5443(2) 6812(1) 7189(1) 7617(2) 8192(1) 9043(2) 13793(1) 14888(1)
3392;6;14;20;730(2) 959(2) 1635(2) 1816(1) 2126(1) 3236(2) 3990(2) 4237(2) 4575(1) 5147(1) 5371(1) 7060(2) 7176(2) 9498(2) 11976(1) 12898(2) 13490(2) 13721(2) 15477(2) 15913(2)
2005;6;14;20;734(2) 1144(2) 1811(2) 1812(1) 1813(2) 3163(1) 4550(2) 5371(1) 5504(2) 5986(2) 6886(2) 7665(1) 8570(1) 9628(2) 10323(2) 10447(2) 10690(2) 11644(2) 13369(1) 15204(2)
18488;3;17;20;469(2) 776(2) 1002(2) 2417(2) 4183(2) 4332(2) 4598(2) 6027(2) 7710(2) 8814(2) 10208(1) 10348(1) 10691(2) 10805(2) 12849(2) 12955(2) 13740(2) 14028(1) 14695(2) 15057(2)
39243;8;12;20;93(2) 616(2) 1179(1) 1623(1) 1708(2) 2019(1) 3096(2) 3614(2) 4333(1) 4548(1) 4642(2) 6036(2) 7090(1) 8731(2) 9661(2) 10258(2) 10423(1) 11371(2) 14776(2) 15870(1)
4976;15;5;20;699(1) 1283(2) 2931(1) 3345(1) 3720(2) 4161(1) 4658(2) 5254(2) 6291(1) 7307(1) 7842(1) 8186(1) 9831(1) 9904(1) 11830(1) 12148(2) 12597(1) 15151(1) 15152(1) 15445(1)
1368;1;18;19;2080(2) 2692(2) 2913(2) 3792(2) 6068(2) 6071(2) 6280(2) 7418(2) 8257(2) 8272(2) 8274(2) 10634(1) 11077(2) 12118(2) 13638(2) 14418(2) 14419(2) 15467(2) 15468(2)
1581;1;18;19;698(2) 1005(2) 1185(2) 1735(2) 2099(2) 2427(2) 3040(2) 3607(2) 5914(2) 6085(2) 6741(2) 10967(2) 11078(2) 12323(2) 12592(2) 12837(1) 12909(2) 13242(2) 14306(2)
528;3;16;19;891(2) 1286(2) 2891(2) 3723(2) 5003(1) 6666(2) 6667(2) 7765(1) 8855(1) 10687(2) 11148(2) 11981(2) 13781(2) 13910(2) 14130(2) 14131(2) 14332(2) 15030(2) 15792(2)
24767;7;12;19;931(1) 1033(2) 2022(2) 2532(2) 3776(2) 3814(2) 3846(2) 3855(1) 3862(2) 3864(2) 3926(2) 4301(1) 4350(1) 4355(2) 4557(2) 5663(1) 7302(1) 8171(1) 11944(2)
8271;12;7;19;261(1) 3597(2) 4165(1) 4852(1) 5308(2) 7034(2) 7035(2) 8538(1) 8539(1) 8874(2) 8952(2) 10720(1) 11367(1) 12805(1) 13611(1) 14029(1) 14163(2) 14553(1) 15687(1)
8942;0;19;19;718(2) 822(2) 2860(2) 2972(2) 5095(2) 7229(2) 7914(2) 8002(2) 8428(2) 8725(2) 9572(2) 11112(2) 12158(2) 14091(2) 14365(2) 14544(2) 15399(2) 15418(2) 15798(2)
9158;2;17;19;1702(2) 3660(1) 4908(1) 8025(2) 8515(2) 9252(2) 9470(2) 9681(2) 10247(2) 10259(2) 10329(2) 10486(2) 12035(2) 12036(2) 12037(2) 13273(2) 13276(2) 15285(2) 15686(2)
7242;2;17;19;166(2) 583(2) 713(2) 1627(2) 4900(2) 5008(2) 5782(2) 5836(2) 6049(2) 6325(2) 6349(1) 6353(2) 6764(2) 7367(2) 7628(2) 7740(2) 8593(2) 8617(2) 10676(1)
57504;9;10;19;25(2) 2432(1) 2660(2) 3859(2) 4273(1) 4297(2) 5801(2) 6186(1) 6860(1) 7951(2) 8327(1) 8922(1) 9005(2) 9929(1) 9954(2) 10988(2) 13201(1) 13864(2) 14175(1)
18293;6;13;19;715(2) 1444(2) 1454(2) 1910(2) 2175(2) 6821(2) 7796(1) 8050(2) 8416(1) 8938(1) 10159(2) 10696(2) 11155(1) 12267(1) 13508(1) 14106(2) 15564(2) 15568(2) 15578(2)
66841;10;9;19;707(2) 1575(2) 2093(2) 5636(1) 6283(1) 7665(1) 10026(2) 10933(1) 11517(2) 12239(1) 12480(1) 12522(1) 12871(2) 14045(2) 14514(2) 14687(1) 15216(1) 15349(2) 15469(1)
8337;3;16;19;543(2) 1243(2) 2171(1) 4141(2) 5444(2) 8319(2) 8976(2) 10448(2) 11012(2) 12626(1) 12848(1) 13587(2) 13892(2) 14038(2) 14463(2) 14981(2) 15101(2) 15236(2) 15359(2)
27854;3;16;19;488(2) 802(2) 1068(2) 1079(2) 3027(2) 5002(2) 5054(2) 7000(1) 7306(2) 7694(2) 11166(1) 11921(2) 11953(2) 13426(2) 13460(2) 13646(2) 13943(1) 14177(2) 15925(2)
29891;11;8;19;861(1) 1214(2) 2489(2) 2790(1) 5273(2) 5277(1) 7677(2) 8221(1) 8249(1) 8584(2) 11173(2) 12398(1) 12965(1) 12985(1) 13205(1) 15462(1) 15491(2) 15714(1) 15957(2)
88167;10;9;19;310(1) 867(2) 999(1) 1076(1) 1482(1) 1508(2) 1679(2) 2152(2) 2746(2) 4318(1) 5971(2) 6654(1) 7226(1) 7275(2) 8572(2) 11191(2) 13897(1) 14479(1) 15216(1)
41279;15;4;19;536(2) 3021(1) 3392(1) 5762(1) 6489(1) 8302(1) 8374(1) 8583(2) 9491(1) 10111(1) 11283(1) 11623(1) 12883(1) 13179(1) 14557(2) 14623(1) 14941(1) 14997(2) 15864(1)
69984;11;8;19;992(1) 1171(2) 1878(2) 2378(1) 3009(2) 4125(2) 7217(2) 7426(1) 8303(1) 8561(2) 9896(1) 10642(1) 11198(1) 12233(1) 12243(1) 12258(1) 12552(2) 13064(2) 13442(1)
38977;11;8;19;961(2) 1140(2) 1856(1) 3050(2) 3516(1) 3639(2) 3640(1) 3747(2) 3998(2) 4633(1) 5626(2) 6527(1) 6560(1) 7289(1) 10681(1) 11179(2) 12713(1) 14390(1) 15909(1)
675;0;18;18;1310(2) 2255(2) 2904(2) 4386(2) 6286(2) 7654(2) 7747(2) 7764(2) 7846(2) 8337(2) 8759(2) 8972(2) 10541(2) 11239(2) 12199(2) 12286(2) 14972(2) 15517(2)
325;9;9;18;1040(2) 2060(2) 2106(1) 2244(1) 2622(1) 5408(1) 7312(2) 8157(2) 9187(1) 9364(2) 10338(2) 10478(1) 10500(1) 10660(2) 11091(2) 12733(1) 14684(2) 15221(1)
305;0;18;18;738(2) 2594(2) 2712(2) 3253(2) 3472(2) 4336(2) 4359(2) 4921(2) 6520(2) 7960(2) 10740(2) 11141(2) 12708(2) 12718(2) 12719(2) 12778(2) 15025(2) 15847(2)
765;0;18;18;1305(2) 2117(2) 3429(2) 6463(2) 8478(2) 8688(2) 8689(2) 8690(2) 8692(2) 8693(2) 9965(2) 9971(2) 10653(2) 11935(2) 12584(2) 14273(2) 15771(2) 15772(2)
4309;1;17;18;6486(2) 6798(2) 7078(2) 7989(2) 8175(2) 9289(2) 11426(2) 12561(2) 12987(2) 13691(2) 13971(2) 13985(2) 14402(2) 14746(2) 15031(2) 15371(2) 15398(1) 15969(2)
9262;5;13;18;430(1) 886(2) 3975(2) 5337(1) 5752(2) 6005(1) 9637(2) 10864(2) 11058(2) 11127(2) 11326(2) 12316(2) 13005(1) 13049(2) 13079(2) 14260(2) 14896(1) 16025(2)
1148;9;9;18;3198(2) 4187(2) 4607(1) 5744(2) 6017(1) 6417(1) 11406(2) 11527(2) 11613(2) 11895(2) 12489(1) 12595(1) 12886(1) 13289(1) 13303(2) 13912(1) 14281(2) 15636(1)
950;16;2;18;99(1) 151(1) 749(2) 3469(1) 3471(1) 3473(1) 4213(1) 4687(1) 6920(2) 7537(1) 9321(1) 9678(1) 10747(1) 11666(1) 11675(1) 11678(1) 13457(1) 14682(1)
11935;1;17;18;69(2) 1588(2) 3036(2) 3132(2) 3648(1) 5163(2) 5891(2) 6359(2) 6579(2) 6692(2) 7077(2) 8779(2) 12341(2) 12405(2) 13268(2) 13418(2) 14797(2) 14875(2)
3388;12;6;18;90(1) 1341(1) 2568(2) 3162(1) 3412(1) 3642(1) 5128(1) 5314(2) 5381(1) 6021(2) 6322(1) 6840(2) 8174(1) 10968(2) 13533(2) 13565(1) 15268(1) 15859(1)
8796;3;15;18;3455(1) 3536(2) 4066(2) 4190(1) 4343(2) 4842(2) 4847(2) 5632(2) 6879(1) 8307(2) 9241(2) 9474(2) 12463(2) 12671(2) 12673(2) 12699(2) 15868(2) 15900(2)
41371;13;5;18;3022(1) 6934(1) 9228(2) 10111(1) 10215(2) 10441(1) 10887(1) 10933(1) 11226(2) 12661(1) 13421(1) 13508(1) 13572(2) 14202(1) 14520(1) 14648(2) 15864(1) 15927(1)
48879;14;4;18;967(1) 1087(1) 3031(2) 4288(1) 4643(1) 4659(1) 4833(1) 5606(1) 5826(1) 6156(2) 6551(1) 7553(2) 9876(1) 10029(2) 10635(1) 11225(1) 14814(1) 14979(1)
16177;8;10;18;2463(2) 3506(2) 6682(1) 8044(1) 8396(2) 8416(2) 8477(2) 10110(2) 10288(1) 11155(1) 12267(2) 13508(1) 13810(2) 14278(2) 15565(1) 15568(1) 15580(2) 15916(1)
49903;7;11;18;410(2) 868(1) 1727(2) 4245(1) 4669(2) 6054(2) 7025(2) 8598(1) 8615(1) 9574(2) 9589(2) 10140(2) 11302(1) 12454(2) 12554(2) 13240(2) 14316(1) 14428(1)
1657;3;15;18;526(2) 651(2) 1533(1) 3771(2) 5376(2) 5559(2) 6441(2) 7385(2) 7437(2) 7776(2) 8530(2) 9175(2) 10562(1) 11999(2) 12703(2) 13060(1) 13228(2) 14685(2)
20133;15;3;18;813(1) 1103(1) 1275(1) 3718(1) 6059(2) 6385(1) 7979(1) 8526(1) 9181(1) 9384(1) 9915(1) 10188(1) 12151(1) 12268(2) 13866(1) 14176(2) 15110(1) 16000(1)
19582;7;11;18;233(2) 457(2) 458(2) 477(2) 1830(2) 5538(2) 5570(2) 8603(2) 8919(2) 8995(1) 9243(1) 9382(2) 10292(2) 11376(1) 13368(1) 13747(1) 14609(1) 15489(1)
33308;9;9;18;213(2) 242(2) 263(1) 643(1) 1488(2) 4155(2) 4963(2) 7053(1) 7687(2) 7735(1) 8285(1) 8701(1) 9452(2) 9770(2) 10074(1) 11508(2) 14183(1) 14471(1)
53118;13;5;18;800(1) 1999(1) 3239(2) 3641(1) 3667(1) 3991(1) 6119(1) 9773(2) 9949(1) 10111(1) 10179(1) 10543(1) 11427(2) 11881(2) 11939(1) 12493(2) 13132(1) 13413(1)
65677;9;9;18;6543(1) 8557(1) 8716(1) 9015(1) 9224(2) 9259(1) 9850(2) 10188(1) 11346(2) 11689(2) 11878(2) 12220(2) 13697(2) 13722(1) 14058(2) 14296(2) 15636(1) 16041(1)
90912;13;5;18;411(1) 800(1) 1400(1) 2084(1) 3456(2) 4157(2) 4318(1) 4437(2) 8233(1) 8340(1) 10490(1) 11120(1) 11647(1) 12335(1) 13394(1) 13681(2) 14602(1) 14728(2)
1026;0;17;17;199(2) 224(2) 298(2) 303(2) 321(2) 322(2) 326(2) 378(2) 491(2) 4816(2) 7186(2) 8613(2) 9406(2) 9413(2) 9416(2) 9417(2) 11362(2)
5344;0;17;17;782(2) 1308(2) 3399(2) 5089(2) 7507(2) 7814(2) 7820(2) 7822(2) 7828(2) 10822(2) 10890(2) 11791(2) 11807(2) 12479(2) 14828(2) 15077(2) 15446(2)
3636;8;9;17;884(2) 1852(2) 1853(1) 3442(1) 4132(1) 4949(2) 4998(1) 5108(1) 5495(2) 5789(2) 6340(2) 6591(1) 7366(2) 7692(2) 12164(2) 14311(1) 14377(1)
3043;0;17;17;639(2) 725(2) 900(2) 1430(2) 2963(2) 2964(2) 7374(2) 9608(2) 11269(2) 11271(2) 11274(2) 11275(2) 11276(2) 11278(2) 11279(2) 14439(2) 14662(2)
14213;6;11;17;311(2) 927(2) 1233(1) 1851(1) 1873(2) 2224(1) 2504(2) 2885(2) 3764(2) 3793(1) 4811(1) 6245(2) 8771(2) 9385(2) 9805(2) 10490(1) 13780(2)
32928;12;5;17;437(2) 560(1) 669(1) 1332(2) 3650(1) 4681(1) 5574(1) 5799(2) 5964(1) 7398(2) 8327(2) 9603(1) 11183(1) 11727(1) 14102(1) 15304(1) 15991(1)
20312;9;8;17;485(1) 562(1) 4002(1) 4191(1) 5257(1) 5362(1) 7324(2) 8101(2) 9079(1) 9880(2) 9966(2) 10124(2) 10393(1) 10905(2) 12621(2) 14671(2) 14822(1)
19435;12;5;17;617(1) 1103(1) 3010(2) 3791(1) 4255(1) 5013(1) 5973(1) 6118(1) 6385(1) 6949(1) 8664(1) 9915(1) 10188(1) 10789(2) 13349(2) 13854(2) 13866(2)
30332;3;14;17;156(2) 1493(2) 2789(1) 4476(2) 5137(1) 5215(2) 6807(2) 6872(2) 7292(2) 7531(2) 9199(2) 9564(2) 10991(2) 11184(2) 11805(2) 12721(2) 12883(1)
44484;11;6;17;205(2) 2342(1) 2399(1) 4430(2) 4945(1) 8336(2) 8606(2) 8634(1) 8968(1) 9442(1) 10821(1) 11766(1) 12911(1) 13132(1) 13216(2) 13967(2) 14413(1)
7971;14;3;17;4385(1) 7314(1) 7749(1) 8203(1) 9074(1) 9759(2) 11348(1) 12054(1) 14175(1) 14583(2) 15129(1) 15151(1) 15152(1) 15218(2) 15445(1) 15634(1) 15831(1)
50975;10;7;17;146(1) 1085(2) 2239(1) 3057(1) 3631(1) 4860(2) 6501(1) 6502(1) 7470(2) 7670(2) 12402(1) 12595(1) 12785(2) 13298(1) 13715(2) 15310(2) 15947(1)
18106;8;9;17;318(1) 364(2) 2652(1) 4681(1) 5964(2) 7522(2) 7935(1) 8554(2) 9550(2) 10049(1) 11727(1) 12342(2) 13590(1) 13591(2) 14668(1) 15163(2) 15264(2)
12725;10;7;17;226(2) 692(2) 1322(1) 2180(2) 2797(2) 3504(2) 4938(1) 4977(1) 7538(1) 7539(1) 8587(1) 8819(2) 11097(2) 12749(1) 13217(1) 13449(1) 14096(1)
53129;12;5;17;34(2) 1086(2) 1604(1) 3482(2) 4592(2) 5546(1) 6268(1) 7514(1) 7519(1) 9127(1) 9268(1) 9662(1) 11089(1) 11314(1) 11908(1) 14634(1) 16044(2)
36316;5;12;17;548(1) 1147(2) 1669(2) 2944(2) 4317(2) 5007(2) 5584(2) 5667(2) 5668(2) 6415(1) 7175(2) 8191(1) 10077(1) 11578(2) 11748(1) 13702(2) 16042(2)
28667;9;8;17;2487(2) 2537(1) 2771(2) 2985(2) 3432(2) 3715(1) 4695(2) 9488(1) 10944(2) 12393(1) 12916(1) 13134(1) 14056(2) 14080(2) 14971(1) 15115(1) 15843(1)
49460;11;6;17;237(1) 787(2) 3687(1) 4549(1) 5121(2) 5312(2) 6759(2) 7182(1) 9949(1) 12953(1) 12990(2) 13002(1) 13132(1) 13364(2) 13574(1) 15511(1) 15838(1)
41320;5;12;17;2645(2) 4706(1) 5663(1) 8580(2) 9690(2) 9691(2) 9869(2) 10793(2) 11676(1) 13045(2) 13502(2) 14522(2) 14523(1) 14716(2) 14717(2) 14732(2) 15880(1)
77278;10;7;17;102(2) 195(2) 313(1) 1436(1) 3708(1) 3884(1) 4478(2) 6686(2) 6809(2) 8533(1) 8859(2) 10346(1) 13218(2) 13508(1) 13633(1) 13851(1) 13896(1)
42621;8;9;17;916(2) 3493(1) 3918(2) 8023(2) 9698(1) 10111(1) 11174(2) 11322(2) 11984(2) 12041(1) 12460(1) 13030(2) 13143(1) 13185(2) 13727(2) 14652(1) 15134(1)
43824;13;4;17;218(2) 2499(1) 3378(1) 4789(1) 5844(2) 6409(1) 8535(1) 10060(1) 10891(1) 11418(1) 11470(1) 11932(2) 12870(1) 12883(1) 14149(1) 14744(2) 15656(1)
28506;12;5;17;3073(1) 3645(2) 4171(1) 4492(1) 5526(2) 7378(1) 7497(1) 7552(1) 8190(2) 8836(1) 8837(2) 9140(1) 11319(1) 12394(1) 14888(1) 15068(2) 15852(1)
70307;12;5;17;4446(2) 5755(1) 5969(1) 6934(1) 7092(2) 7153(1) 8339(1) 9430(1) 9508(2) 11623(1) 11910(2) 11939(1) 13132(1) 13679(1) 14413(1) 14896(1) 15812(2)
398;0;16;16;788(2) 1676(2) 1936(2) 2029(2) 2140(2) 4398(2) 5979(2) 6496(2) 6888(2) 7734(2) 9264(2) 10327(2) 13304(2) 13340(2) 15017(2) 15022(2)
5459;2;14;16;314(2) 968(2) 1032(2) 1042(2) 1593(2) 2079(2) 7594(1) 7754(2) 7978(2) 8375(2) 8750(2) 11481(2) 12065(2) 15311(1) 15672(2) 15842(2)
4634;0;16;16;560(2) 669(2) 3336(2) 5104(2) 5574(2) 7307(2) 7880(2) 9434(2) 9603(2) 11183(2) 12141(2) 12176(2) 12747(2) 13136(2) 14079(2) 16020(2)
2930;1;15;16;1853(2) 2323(2) 3442(2) 4132(2) 4790(2) 4998(2) 5108(2) 5630(2) 6591(2) 6896(2) 8675(2) 10794(1) 12630(2) 14311(2) 14377(2) 14907(2)
4890;2;14;16;597(2) 952(2) 2637(2) 5420(2) 7000(2) 8662(2) 9641(2) 10312(2) 10856(2) 11462(2) 11965(1) 12206(1) 12305(2) 13554(2) 14133(2) 14134(2)
7990;4;12;16;1623(1) 2019(2) 3227(2) 3946(2) 11370(1) 11374(2) 11503(2) 12734(2) 12870(1) 13461(2) 13659(2) 14343(2) 15054(2) 15255(2) 15509(2) 15707(1)
17848;7;9;16;2094(2) 3414(2) 3430(1) 3463(1) 4521(2) 6041(2) 6769(2) 7879(1) 10181(2) 10615(1) 10975(2) 11034(1) 14667(2) 14668(1) 15065(2) 15109(1)
5054;0;16;16;179(2) 1725(2) 3477(2) 4042(2) 5129(2) 5189(2) 7482(2) 9360(2) 9551(2) 10980(2) 11582(2) 11585(2) 12555(2) 13336(2) 14488(2) 14807(2)
13801;0;16;16;79(2) 271(2) 836(2) 858(2) 2258(2) 3260(2) 3422(2) 4357(2) 4850(2) 5493(2) 7527(2) 11742(2) 12021(2) 12772(2) 14142(2) 14412(2)
23538;2;14;16;273(2) 888(2) 1983(2) 2371(2) 4532(2) 6026(2) 8070(2) 8155(2) 8587(1) 8678(2) 8743(2) 9526(2) 10108(2) 10127(2) 12376(1) 14763(2)
8264;2;14;16;2670(2) 4318(1) 6717(2) 6760(2) 8069(2) 8403(2) 8552(2) 8844(2) 9515(2) 10863(2) 11233(1) 12230(2) 13410(2) 13832(2) 13872(2) 15719(2)
15661;12;4;16;7749(1) 8119(2) 9074(1) 9319(1) 10097(1) 10356(2) 10634(1) 10654(2) 11129(1) 11643(1) 11774(1) 12597(1) 14193(1) 14265(2) 14670(1) 14679(1)
35572;5;11;16;2884(2) 3235(2) 3817(2) 3891(1) 4209(2) 5520(2) 5835(1) 6227(2) 7080(2) 8107(1) 9865(2) 10474(1) 11102(2) 12385(2) 13352(1) 14585(2)
9942;10;6;16;623(2) 1466(1) 4450(1) 5062(1) 5068(2) 6932(1) 8016(2) 8177(1) 9684(2) 12421(2) 12882(1) 13152(2) 14533(1) 15139(1) 15166(1) 15235(1)
65216;11;5;16;1036(1) 1590(2) 2205(1) 5230(2) 5919(2) 5926(2) 7240(1) 7665(1) 8033(2) 8607(1) 9346(1) 11928(1) 12101(1) 14036(1) 14894(1) 15123(1)
66139;9;7;16;1206(1) 1859(2) 1860(1) 1952(2) 5470(1) 6136(2) 7703(2) 7705(2) 8410(1) 8639(1) 9173(2) 9774(2) 10735(1) 13835(1) 15647(1) 15740(1)
25417;6;10;16;1639(2) 1706(2) 6005(1) 8208(2) 11422(1) 12964(2) 12978(2) 12979(2) 12988(2) 13835(1) 14678(2) 14874(2) 14896(1) 15351(1) 15636(1) 15786(2)
50549;4;12;16;211(2) 338(1) 433(2) 2408(2) 2887(2) 4303(2) 6451(2) 8774(1) 9807(2) 10703(2) 11397(2) 12182(2) 12682(1) 13224(1) 13984(2) 15307(2)
25301;11;5;16;2214(2) 8097(1) 9717(2) 9734(1) 10309(2) 11589(1) 11611(1) 11840(1) 13237(1) 14864(2) 15362(1) 15502(2) 15543(1) 15550(1) 15731(1) 16029(1)
42213;12;4;16;1497(2) 1755(2) 2856(2) 5010(1) 6831(1) 7489(1) 7951(1) 7968(1) 8922(1) 9212(1) 9934(1) 11548(1) 12053(1) 14001(1) 15633(2) 16043(1)
64594;12;4;16;3067(1) 4234(1) 4923(2) 5003(1) 6563(2) 6780(1) 8855(1) 11088(1) 12052(1) 12434(1) 13042(1) 13600(2) 14128(1) 14202(1) 15749(1) 15949(2)
